name,description,image,perfumeHouse,openNotes,heartNotes,baseNotes,detailURL
Torino24,"A scent that evokes the memories that come with the friendly indoor tennis match for Xerjoff’s fourth year as Silver Partner for the Nitto ATP Finals in Turin.. The components that make up the match are captured in the blend, from the rubbery core of the tennis ball that bounces off the indoor court to the wooden tennis racket in hand.. Deliciously enticing, TORINO24 opens floral and fruity with juicy mandarin, mango and plum that fuse with pink lotus absolute and orange blossom..",https://www.xerjoff.com/5199-large_default/torino24-eau-de-parfum-15ml.jpg,Xerjoff,"[""bergamot"", ""mandarin"", ""mango"", ""plum""]","[""orange blossom"", ""pink lotus blossom"", ""styrax""]","[""patchouli"", ""white musk""]",https://www.xerjoff.com/nitto-atp-finals-torino/10561-torino24-eau-de-parfum-15ml.html
Alexandria Ii,"The natural ingredients in Alexandria II Perfumed Hair Mist make for beautifully nourished hair.
Body-enhancing properties and conditioning effects help hair keratin, resulting in hair which is soft, light and full of shine and volume.
This rich essence leaves the hair scented with the opulent notes of the precious perfume Alexandria II, while nourishing the hair and awakening the senses.",https://www.xerjoff.com/3393-large_default/alexandria-iiperfumed-hair-mist-30ml.jpg,Xerjoff,"[""apple"", ""cinnamon"", ""rose wood lavender""]","[""cedar wood""]","[""amber"", ""laotian ouds"", ""musk"", ""sandalwood"", ""vanilla""]",https://www.xerjoff.com/oud-stars/190-alexandria-iiperfumed-hair-mist-30ml-8033488156060.html
P.33 Blank Page Edition,"The first creation to enter the Sketchbook Collection, p.33 was found on page 33 of Sergio’s sketchbook.
Floral and fruity, p.33 opens with fresh nuances and leads to an elegant heart of iris, cinnamon and cypress, leading to a warm and authentic character.",https://www.xerjoff.com/5411-large_default/p33-blank-page-edition-parfum-sketchbook-xerjoff.jpg,Xerjoff,"[""bergamot"", ""apple"", ""grapefruit""]","[""cinnamon"", ""iris""]","[""amber"", ""cedarwood"", ""musk""]",https://www.xerjoff.com/sketchbook/10590-p33-blank-page-edition-parfum-sketchbook-xerjoff-8054320904274.html
Casafutura,"Futurism was an Italian Art Movement in the early 20th century, between 1908 to 1944, which aimed to capture the dynamism and energy of the modern world in art form.
The futurists were all focused in the latest developments in science and philosophy, and particularly fascinated with aviation and cinematography.
Casamorati celebrated with CASAFUTURA this important artistic period to celebrate modernity, technology and romanticism in a single perfume blend.",https://www.xerjoff.com/4286-large_default/casafutura.jpg,Xerjoff,"[""eucalyptus"", ""rosemary"", ""bergamot"", ""lavender""]","[""diphylleia grayi"", ""geranium"", ""patchouli"", ""rose""]","[""cedarwood"", ""musk"", ""sandalwood""]",https://www.xerjoff.com/casafutura/9778-casafutura-8054320900078.html
Don,"The Join the Club collection of Xerjoff perfumes represents a series of exclusive clubs, from art and poetry to yachting and golf.
In keeping with the rare nature of these scents, ingredients are kept a closely guarded secret, instead inviting the wearer to immerse themselves in the imagined world.
Reckless, intense and irresistibly intoxicating, Don by Xerjoff imagines the hidden world of gangsters.",https://www.xerjoff.com/3232-large_default/doneau-de-parfum-100ml.jpg,Xerjoff,[],[],"[""welcome""]",https://www.xerjoff.com/jtc-join-the-club/395-doneau-de-parfum-100ml-8033488155179.html
Tempest,"Inspired by the Shakespearean play of the same name, Tempest is an inspiring tale of sorcery and alchemy.. Scattered with the lightest notes of zesty citrus and ginger, it leads the nose towards bright elemi resin for an unexpected twist.. With a classic base of patchouli, vetiver, sandalwood and oud, Tempest Kemi is a truly intoxicating scent..",https://www.xerjoff.com/4540-large_default/tempest-parfum-50ml.jpg,Xerjoff,"[""bergamot reggio calabria"", ""brazilian orange"", ""bulgarian lavender"", ""elemi"", ""ginger"", ""lemon""]","[""amberwood"", ""bulgarian rose"", ""indian jasmine sambac""]","[""amber"", ""australian sandalwood"", ""haitian vetiver"", ""musk""]",https://www.xerjoff.com/k-collection/10133-tempest-parfum-50ml-8054320900993.html
Alexandria Ii,"Inspired by the ancient Arabian art of perfumery, Alexandria II is a scent steeped in history and rich culture.
Alexandria II Xerjoff opens with fruity hints of apple that meet floral lavender and rose wood, it leads to a classically oriental heart of cedar wood, lily of the valley and Bulgarian rose.
Inspired by the thousand year old capital city, Alexandria II has warming base notes of amber, sandalwood and precious Laotian oud.",https://www.xerjoff.com/3373-large_default/alexandria-iiparfum-100ml.jpg,Xerjoff,"[""apple"", ""cinnamon"", ""rose wood lavender""]","[""cedar wood""]","[""amber"", ""laotian ouds"", ""musk"", ""sandalwood"", ""vanilla""]",https://www.xerjoff.com/oud-stars/397-alexandria-iiparfum-100ml-8033488154967.html
Gran Ballo,"A joyful expression of the innocence of young love, Gran Ballo Casamorati takes the senses on a spin in the grand palace.
Inspired by the grandeur of 18th century aristocratic parties, where young girls sought out their own Prince Charming, this perfume is a floral and fruity ode to tradition.
Wild berries and mandarin lead to a heart of honeysuckle and gardenia while the base is warmed with amber and caramel.",https://www.xerjoff.com/3789-large_default/gran-balloeau-de-parfum-100.jpg,Xerjoff,"[""wild berries"", ""mandarin""]","[""gardenia"", ""jasmine sambac""]","[""amber"", ""caramel"", ""sandalwood"", ""vanilla""]",https://www.xerjoff.com/gran-ballo/380-gran-balloeau-de-parfum-100-8033488153281.html
Bouquet Ideale,"Lose yourself in the romantic embrace of Bouquet Ideale, a spicy oriental perfume with irresistible charm.
Cosy cinnamon marks its entrance, as the unique accord of Guaiac wood, papyrus, cedar wood and amyris sit at the heart. Dreamy and flamboyant, Bouquet Ideale Casamorati is undeniably Italian in character, with a warm base of tobacco flowers, vanilla and musk.",https://www.xerjoff.com/3752-large_default/bouquet-idealeeau-de-parfum-100ml.jpg,Xerjoff,"[""cinnamon"", ""nutmeg""]","[""cedar wood"", ""guaiac wood""]","[""coumarin"", ""musks"", ""tobacco flowers"", ""vanilla""]",https://www.xerjoff.com/bouquet-ideale/376-bouquet-idealeeau-de-parfum-100ml-8033488153588.html
Amphorae 48,"This product is only available upon request.. Contact our team to place your order.. Dedicated to rose lovers, this special quality Bulgarian rose distillation is blended with Egyptian geranium and osmanthus..",https://www.xerjoff.com/4357-large_default/amphorae-48-attar-oil.jpg,Xerjoff,"[""grapefruit calabrian bergamot"", ""amalfi lemon""]","[""bulgarian rose osmantus"", ""egyptian geranium""]",[],https://www.xerjoff.com/amphorae/9896-amphorae-48-attar-oil.html
Alexandria Ii,"Bask in the luxurious notes of Alexandria II wherever you go with the Alexandria II Travel Spray.
Inspired by the thousand year old capital city, Alexandria II opens with fruity hints of apple that meet floral lavender and rose wood, leading to a classically oriental heart of cedar wood, lily of the valley and Bulgarian rose, and finally meeting warming base notes of amber, sandalwood and precious Laotian oud.
Treat the traveller in you with the Alexandria II Travel Spray, presented in a uniquely designed atomiser, which oozes style and sophistication.",https://www.xerjoff.com/3389-large_default/alexandria-iitravel-perfume-30ml.jpg,Xerjoff,"[""apple"", ""cinnamon"", ""rose wood lavender""]","[""cedar wood""]","[""amber"", ""laotian ouds"", ""musk"", ""sandalwood"", ""vanilla""]",https://www.xerjoff.com/oud-stars/189-alexandria-iitravel-perfume-30ml-8033488157135.html
Discovery Set Iv - Xerjoff,"""Always with elegance.""
Multi-faceted Xerjoff complex blends that uninhibitedly combines quality and heritage with a modern twist.. Perfume selection to collect magic moments, no things.. Thanks to the new Xerjoff Discovery Sets, each one composed of three 15 ML bottles, you can discover a selection of our Universe, but above all, thanks to the innovative pocket size, you can always take them with you!.",https://www.xerjoff.com/3116-large_default/discovery-set-la-capitale-pikovaya-dama-more-than-words.jpg,Xerjoff,[],[],"[""welcome""]",https://www.xerjoff.com/xerjoff-discovery-set/9674-discovery-set-la-capitale-pikovaya-dama-more-than-words.html
Oesel,"Experience the timeless sophistication of Oesel, a fresh, floral scent underpinned by a warm patchouli and cedar wood base.. Created by Xerjoff's master perfumers, this elegant scent offers a unique take on traditional floral blends, with top notes of zesty lemon and orange flowers leading the nose to a heart of Bulgarian rose, acacia flowers and jasmine sambac.. Elegant and refined, Oesel takes its name from a meteorite that showered over Estonia in the mid-19th century..",https://www.xerjoff.com/3574-large_default/oeselparfum-50ml.jpg,Xerjoff,"[""lemon"", ""orange flowers""]","[""acacia flowers"", ""bulgarian rose"", ""jasmine sambacs""]","[""amber"", ""cedar wood"", ""patchouli"", ""tobacco flowers""]",https://www.xerjoff.com/shooting-stars/174-oeselparfum-50ml-8033488151959.html
Accento Overdose,"Fruity and aromatic, Accento Overdose has been crafted using an innovative molecule that amplifies its olfactory notes.. Accento Overdose by Xerjoff opens to fruity, green top notes,with a fresh heart of eucalyptus and Mediterranean pine which offers an elegant edge.. A gorgeous base accord of Egyptian jasmine and Bulgarian rose cements the opulent character of Accento Overdose..",https://www.xerjoff.com/4804-large_default/accento-overdose.jpg,Xerjoff,[],"[""eucalyptus"", ""mediterranean pine""]","[""bulgarian rose muguet"", ""egyptian jasmine""]",https://www.xerjoff.com/xerjoff-vibe-collection/10462-accento-overdose.html
Via Cavour 1,"Xerjoff's  Spotlight Collection exclusively presents Via Cavour 1. Opening to top notes with quince and white peach, this delicate perfume is followed by hints of Moroccan rose, dark chocolate, red berries and patchouli at the heart. At the base, oud, caramel, amber, Madagascar vanilla and musk warm up the senses.This scent is named after the street where our Turin store is located, which in turn is named after  Conte  Camillo Benso di Cavour.He was one of the protagonists of  Italian Risorgimento, nicknamed  ""Father of the Nation""  by no less than Giuseppe Verdi.",https://www.xerjoff.com/4196-large_default/via-cavour-1-parfum.jpg,Xerjoff,"[""quince"", ""white peach""]","[""dark chocolate""]","[""caramel""]",https://www.xerjoff.com/spotlight/9057-via-cavour-1-parfum.html
Amber Star & Star Musk,"Discover the power of harmonious scent with Amber & Musk, a box set of blending perfumes: Amber Star and Star Musk.. Designed to be mixed on the skin to create endless combinations, these sensual scents offer a smooth musk in a blooming blend.. Amber Star opens to top notes of cedar and amber with a warming heart of gurjum balasam and base notes of vanilla bourbon and sandalwood..",https://www.xerjoff.com/3617-large_default/amber-star-star-musk-parfum-2x50ml.jpg,Xerjoff,"[""cedar amber"", ""mandarin zest"", ""ylang - ylang""]","[""guaiac wood myrrh"", ""gurjum balsam"", ""haitian vetiver"", ""orris"", ""patchouli"", ""sandalwood""]","[""benzoin"", ""musk"", ""mysore sandalwood"", ""sandalwood"", ""vanilla bourbon""]",https://www.xerjoff.com/mixing-experience/268-amber-star-star-musk-parfum-2x50ml-8033488151997.html
Gao,"Dark, deep and powerful, Gao is a scent based on a masterful blend of saffron and oud.. Opening with a rare blend of Spanish and Iranian saffron, the nose is led to an earthy accord of nagarmotha, juniper berries and resinous gurjun balsam that calms and centres the mind.. Oriental in spirit, a traditional base of patchouli, amber and white oud sourced from Laos feels suitably authentic..",https://www.xerjoff.com/3300-large_default/gaoparfum-50ml.jpg,Xerjoff,[],"[""gurjum balsam"", ""juniper berries"", ""nagarmotha""]","[""amber"", ""indonesian patchouli""]",https://www.xerjoff.com/oud-stars/180-gaoparfum-50ml-8033488153441.html
Richwood,"Part of the XJ 17/17 collection inspired by the minerals and semi-precious stones on display at London's Natural History Museum, Xerjoff Richwood is evocative of a vintage wine. Woody in character with an irresistibly sensual undertone, this warm scent has top notes of bergamot and grapefruit that lead to a heart of rose absolute and geranium leaves.
In Richwood by Xerjoff the earthy base notes of patchouli, vanilla and musk invite the nose in further to experience its rich splendour.",https://www.xerjoff.com/3472-large_default/richwoodparfum-50ml.jpg,Xerjoff,"[""bergamot"", ""bourgeons cassis"", ""grapefruit"", ""mandarine peel""]","[""geranium leaves"", ""rose absolute""]","[""amber coumarin"", ""cistus labdanum"", ""musks"", ""patchouli"", ""vanilla""]",https://www.xerjoff.com/1717-stone-label/247-richwoodparfum-50ml.html
